rec,t_us,phase,seq,axis,gimbal,cmd_outer,cmd_inner,ax,ay,az,gx,gy,gz,flags,packet_seq,jitter_us
E,9530,zero,-1,0,outer,1520,1520,,,,,,,0,0,0
S,509696,zero,-1,0,outer,1520,1520,-288,-552,-16896,27,17,-25,0,1,5
S,510774,zero,-1,0,outer,1520,1520,-224,-640,-17064,31,19,-27,0,2,83
S,511696,zero,-1,0,outer,1520,1520,-344,-560,-17000,36,21,-28,0,3,5
S,512695,zero,-1,0,outer,1520,1520,-296,-512,-17072,35,23,-23,0,4,4
S,513694,zero,-1,0,outer,1520,1520,-168,-552,-16928,34,20,-22,0,5,3
S,514694,zero,-1,0,outer,1520,1520,-264,-600,-17016,37,21,-26,0,6,3
S,515697,zero,-1,0,outer,1520,1520,-304,-648,-17048,36,17,-27,0,7,6
S,516695,zero,-1,0,outer,1520,1520,-312,-560,-16976,31,16,-27,0,8,4
S,517694,zero,-1,0,outer,1520,1520,-424,-584,-17072,37,18,-27,0,9,3
S,518696,zero,-1,0,outer,1520,1520,-288,-656,-17128,32,21,-28,0,10,5
S,519695,zero,-1,0,outer,1520,1520,-232,-568,-17032,36,15,-26,0,11,4
S,520694,zero,-1,0,outer,1520,1520,-288,-568,-17064,31,19,-28,0,12,3
S,521697,zero,-1,0,outer,1520,1520,-336,-552,-17080,31,21,-27,0,13,6
S,522695,zero,-1,0,outer,1520,1520,-272,-544,-17200,33,16,-25,0,14,4
S,523697,zero,-1,0,outer,1520,1520,-272,-664,-17072,31,12,-26,0,15,6
S,524695,zero,-1,0,outer,1520,1520,-272,-824,-17128,31,23,-24,0,16,4
S,525697,zero,-1,0,outer,1520,1520,-312,-520,-17120,30,23,-23,0,17,6
S,526695,zero,-1,0,outer,1520,1520,-272,-688,-17072,34,24,-24,0,18,4
S,527695,zero,-1,0,outer,1520,1520,-376,-608,-17072,31,25,-27,0,19,4
S,528695,zero,-1,0,outer,1520,1520,-264,-568,-16984,31,21,-26,0,20,4
S,529695,zero,-1,0,outer,1520,1520,-160,-448,-17000,31,21,-27,0,21,4
S,530695,zero,-1,0,outer,1520,1520,-296,-600,-17000,33,20,-34,0,22,4
S,531695,zero,-1,0,outer,1520,1520,-400,-640,-17032,32,21,-27,0,23,4
S,532695,zero,-1,0,outer,1520,1520,-256,-552,-16984,35,18,-30,0,24,4
S,533697,zero,-1,0,outer,1520,1520,-368,-632,-16968,35,23,-27,0,25,6
S,534696,zero,-1,0,outer,1520,1520,-264,-600,-17088,38,17,-28,0,26,5
S,535695,zero,-1,0,outer,1520,1520,-320,-688,-17080,30,21,-30,0,27,4
S,536694,zero,-1,0,outer,1520,1520,-272,-536,-16880,33,20,-25,0,28,3
S,537694,zero,-1,0,outer,1520,1520,-272,-504,-16984,30,12,-22,0,29,3
S,538697,zero,-1,0,outer,1520,1520,-224,-584,-17048,35,20,-23,0,30,6
S,539695,zero,-1,0,outer,1520,1520,-104,-592,-16864,39,18,-26,0,31,4
S,540697,zero,-1,0,outer,1520,1520,-304,-584,-16936,37,22,-22,0,32,6
S,541695,zero,-1,0,outer,1520,1520,-440,-672,-16968,37,17,-25,0,33,4
S,542694,zero,-1,0,outer,1520,1520,-296,-640,-17072,36,17,-28,0,34,3
S,543697,zero,-1,0,outer,1520,1520,-192,-608,-17248,30,17,-28,0,35,6
S,544695,zero,-1,0,outer,1520,1520,-320,-552,-17112,28,24,-25,0,36,4
S,545695,zero,-1,0,outer,1520,1520,-216,-576,-17040,33,19,-20,0,37,4
S,546695,zero,-1,0,outer,1520,1520,-304,-664,-17112,33,22,-24,0,38,4
S,547695,zero,-1,0,outer,1520,1520,-264,-616,-17048,30,17,-24,0,39,4
S,548697,zero,-1,0,outer,1520,1520,-344,-640,-17056,35,19,-22,0,40,6
S,549695,zero,-1,0,outer,1520,1520,-328,-600,-17152,32,22,-24,0,41,4
S,550694,zero,-1,0,outer,1520,1520,-224,-632,-17088,29,16,-27,0,42,3
S,551694,zero,-1,0,outer,1520,1520,-232,-696,-17120,34,23,-22,0,43,3
S,552697,zero,-1,0,outer,1520,1520,-264,-696,-17000,28,20,-27,0,44,6
S,553695,zero,-1,0,outer,1520,1520,-256,-536,-17176,36,25,-24,0,45,4
S,554695,zero,-1,0,outer,1520,1520,-248,-608,-17048,35,21,-29,0,46,4
S,555695,zero,-1,0,outer,1520,1520,-352,-520,-17064,35,20,-27,0,47,4
S,556694,zero,-1,0,outer,1520,1520,-312,-656,-16928,39,21,-28,0,48,3
S,557694,zero,-1,0,outer,1520,1520,-320,-680,-17016,38,17,-25,0,49,3
S,558696,zero,-1,0,outer,1520,1520,-240,-512,-16976,38,14,-23,0,50,5
S,559696,zero,-1,0,outer,1520,1520,-288,-488,-17064,30,14,-30,0,51,5
S,560695,zero,-1,0,outer,1520,1520,-400,-472,-16968,31,12,-28,0,52,4
S,561695,zero,-1,0,outer,1520,1520,-336,-648,-16984,33,23,-27,0,53,4
S,562695,zero,-1,0,outer,1520,1520,-216,-640,-17056,35,22,-30,0,54,4
S,563695,zero,-1,0,outer,1520,1520,-160,-536,-16880,35,18,-26,0,55,4
S,564695,zero,-1,0,outer,1520,1520,-280,-624,-17024,32,20,-28,0,56,4
S,565695,zero,-1,0,outer,1520,1520,-280,-536,-17104,38,21,-25,0,57,4
S,566695,zero,-1,0,outer,1520,1520,-216,-552,-17136,34,19,-24,0,58,4
S,567695,zero,-1,0,outer,1520,1520,-288,-680,-17016,32,23,-25,0,59,4
S,568694,zero,-1,0,outer,1520,1520,-336,-592,-16992,31,25,-32,0,60,3
S,569694,zero,-1,0,outer,1520,1520,-448,-608,-17008,35,19,-21,0,61,3
S,570697,zero,-1,0,outer,1520,1520,-320,-616,-17152,36,24,-24,0,62,6
S,571695,zero,-1,0,outer,1520,1520,-288,-512,-16984,40,24,-25,0,63,4
S,572697,zero,-1,0,outer,1520,1520,-304,-496,-17016,39,17,-28,0,64,6
S,573695,zero,-1,0,outer,1520,1520,-408,-504,-17064,36,19,-25,0,65,4
S,574694,zero,-1,0,outer,1520,1520,-272,-584,-17192,36,15,-24,0,66,3
S,575694,zero,-1,0,outer,1520,1520,-304,-648,-17064,30,15,-25,0,67,3
S,576697,zero,-1,0,outer,1520,1520,-488,-616,-17104,33,14,-23,0,68,6
S,577695,zero,-1,0,outer,1520,1520,-384,-608,-17040,36,20,-27,0,69,4
S,578695,zero,-1,0,outer,1520,1520,-216,-656,-17088,39,16,-24,0,70,4
S,579694,zero,-1,0,outer,1520,1520,-296,-496,-17056,38,22,-27,0,71,3
S,580694,zero,-1,0,outer,1520,1520,-160,-528,-17072,34,19,-28,0,72,3
S,581697,zero,-1,0,outer,1520,1520,-232,-512,-17096,31,17,-30,0,73,6
S,582695,zero,-1,0,outer,1520,1520,-304,-552,-17048,28,19,-25,0,74,4
S,583694,zero,-1,0,outer,1520,1520,-272,-512,-17096,30,21,-26,0,75,3
S,584694,zero,-1,0,outer,1520,1520,-304,-624,-17040,24,20,-27,0,76,3
S,585697,zero,-1,0,outer,1520,1520,-264,-496,-16984,33,14,-21,0,77,6
S,586695,zero,-1,0,outer,1520,1520,-232,-496,-16992,31,20,-28,0,78,4
S,587695,zero,-1,0,outer,1520,1520,-232,-576,-16992,29,23,-22,0,79,4
S,588695,zero,-1,0,outer,1520,1520,-384,-640,-17088,28,21,-25,0,80,4
S,589697,zero,-1,0,outer,1520,1520,-216,-592,-17064,26,22,-25,0,81,6
S,590696,zero,-1,0,outer,1520,1520,-320,-760,-17112,23,18,-26,0,82,5
S,591695,zero,-1,0,outer,1520,1520,-312,-552,-17008,28,21,-21,0,83,4
S,592695,zero,-1,0,outer,1520,1520,-192,-496,-17104,30,24,-22,0,84,4
S,593695,zero,-1,0,outer,1520,1520,-360,-664,-17000,35,19,-27,0,85,4
S,594695,zero,-1,0,outer,1520,1520,-288,-608,-16976,34,22,-20,0,86,4
S,595695,zero,-1,0,outer,1520,1520,-296,-552,-16920,33,19,-22,0,87,4
S,596695,zero,-1,0,outer,1520,1520,-272,-544,-17080,29,19,-25,0,88,4
S,597694,zero,-1,0,outer,1520,1520,-360,-584,-16968,30,16,-27,0,89,3
S,598694,zero,-1,0,outer,1520,1520,-304,-592,-17112,33,17,-22,0,90,3
S,599697,zero,-1,0,outer,1520,1520,-336,-552,-17168,39,24,-24,0,91,6
S,600695,zero,-1,0,outer,1520,1520,-224,-552,-17096,30,18,-30,0,92,4
S,601695,zero,-1,0,outer,1520,1520,-184,-480,-16968,30,16,-25,0,93,4
S,602695,zero,-1,0,outer,1520,1520,-216,-496,-16888,37,18,-26,0,94,4
S,603694,zero,-1,0,outer,1520,1520,-320,-640,-16944,34,22,-22,0,95,3
S,604694,zero,-1,0,outer,1520,1520,-304,-384,-17080,33,24,-27,0,96,3
S,605696,zero,-1,0,outer,1520,1520,-296,-544,-17104,24,19,-30,0,97,5
S,606695,zero,-1,0,outer,1520,1520,-296,-576,-17040,28,17,-32,0,98,4
S,607697,zero,-1,0,outer,1520,1520,-240,-680,-17160,33,21,-24,0,99,6
S,608695,zero,-1,0,outer,1520,1520,-264,-472,-17184,33,23,-25,0,100,4
S,609695,zero,-1,0,outer,1520,1520,-304,-568,-17128,29,22,-27,0,101,4
S,610695,zero,-1,0,outer,1520,1520,-312,-584,-17040,32,20,-27,0,102,4
S,611697,zero,-1,0,outer,1520,1520,-376,-600,-17040,37,18,-24,0,103,6
S,612695,zero,-1,0,outer,1520,1520,-344,-584,-16952,34,14,-24,0,104,4
S,613695,zero,-1,0,outer,1520,1520,-352,-696,-17032,37,20,-30,0,105,4
S,614695,zero,-1,0,outer,1520,1520,-272,-568,-16984,36,19,-26,0,106,4
S,615694,zero,-1,0,outer,1520,1520,-344,-688,-17000,38,25,-25,0,107,3
S,616694,zero,-1,0,outer,1520,1520,-408,-632,-17072,32,19,-25,0,108,3
S,617697,zero,-1,0,outer,1520,1520,-304,-680,-17032,29,17,-30,0,109,6
S,618695,zero,-1,0,outer,1520,1520,-272,-584,-17080,32,20,-26,0,110,4
S,619695,zero,-1,0,outer,1520,1520,-248,-568,-17096,39,20,-28,0,111,4
S,620695,zero,-1,0,outer,1520,1520,-176,-704,-17008,36,20,-28,0,112,4
S,621694,zero,-1,0,outer,1520,1520,-240,-440,-17016,34,13,-28,0,113,3
S,622697,zero,-1,0,outer,1520,1520,-264,-600,-17048,29,20,-21,0,114,6
S,623695,zero,-1,0,outer,1520,1520,-224,-544,-17096,33,17,-26,0,115,4
S,624694,zero,-1,0,outer,1520,1520,-216,-520,-17024,35,20,-24,0,116,3
S,625694,zero,-1,0,outer,1520,1520,-264,-632,-17168,32,23,-22,0,117,3
S,626697,zero,-1,0,outer,1520,1520,-392,-640,-17184,31,16,-31,0,118,6
S,627696,zero,-1,0,outer,1520,1520,-280,-656,-17040,33,18,-33,0,119,5
S,628695,zero,-1,0,outer,1520,1520,-304,-584,-17000,35,17,-22,0,120,4
S,629695,zero,-1,0,outer,1520,1520,-232,-616,-17080,35,20,-24,0,121,4
S,630695,zero,-1,0,outer,1520,1520,-224,-576,-17136,34,19,-27,0,122,4
S,631695,zero,-1,0,outer,1520,1520,-328,-600,-17176,35,17,-30,0,123,4
S,632697,zero,-1,0,outer,1520,1520,-304,-568,-17056,34,16,-25,0,124,6
S,633695,zero,-1,0,outer,1520,1520,-176,-600,-17184,32,20,-23,0,125,4
S,634695,zero,-1,0,outer,1520,1520,-288,-536,-17072,32,20,-23,0,126,4
S,635695,zero,-1,0,outer,1520,1520,-328,-648,-17088,34,24,-24,0,127,4
S,636695,zero,-1,0,outer,1520,1520,-256,-576,-17008,31,20,-32,0,128,4
S,637695,zero,-1,0,outer,1520,1520,-216,-472,-17088,33,19,-28,0,129,4
S,638695,zero,-1,0,outer,1520,1520,-136,-624,-17064,36,24,-29,0,130,4
S,639694,zero,-1,0,outer,1520,1520,-256,-472,-16984,32,20,-34,0,131,3
S,640694,zero,-1,0,outer,1520,1520,-280,-600,-17064,28,29,-30,0,132,3
S,641694,zero,-1,0,outer,1520,1520,-232,-448,-17096,34,23,-30,0,133,3
S,642697,zero,-1,0,outer,1520,1520,-328,-448,-17264,31,24,-28,0,134,6
S,643695,zero,-1,0,outer,1520,1520,-280,-520,-17064,29,21,-29,0,135,4
S,644695,zero,-1,0,outer,1520,1520,-312,-632,-16896,33,19,-31,0,136,4
S,645694,zero,-1,0,outer,1520,1520,-264,-592,-17160,35,19,-27,0,137,3
S,646697,zero,-1,0,outer,1520,1520,-312,-704,-16992,34,22,-26,0,138,6
S,647695,zero,-1,0,outer,1520,1520,-240,-568,-17088,33,23,-28,0,139,4
S,648695,zero,-1,0,outer,1520,1520,-248,-568,-17040,39,25,-25,0,140,4
S,649697,zero,-1,0,outer,1520,1520,-320,-464,-16992,35,25,-26,0,141,6
S,650695,zero,-1,0,outer,1520,1520,-312,-552,-17056,33,22,-25,0,142,4
S,651694,zero,-1,0,outer,1520,1520,-192,-568,-17024,32,21,-27,0,143,3
S,652696,zero,-1,0,outer,1520,1520,-256,-624,-17064,36,16,-23,0,144,5
S,653695,zero,-1,0,outer,1520,1520,-280,-504,-16920,32,19,-23,0,145,4
S,654695,zero,-1,0,outer,1520,1520,-152,-528,-17144,32,26,-27,0,146,4
S,655695,zero,-1,0,outer,1520,1520,-392,-544,-17136,37,21,-32,0,147,4
S,656695,zero,-1,0,outer,1520,1520,-288,-456,-17120,35,19,-22,0,148,4
S,657695,zero,-1,0,outer,1520,1520,-400,-544,-17016,31,24,-27,0,149,4
S,658695,zero,-1,0,outer,1520,1520,-328,-616,-17112,38,23,-22,0,150,4
S,659695,zero,-1,0,outer,1520,1520,-280,-696,-17040,36,27,-24,0,151,4
S,660695,zero,-1,0,outer,1520,1520,-312,-680,-17080,33,24,-23,0,152,4
S,661694,zero,-1,0,outer,1520,1520,-256,-504,-17264,31,18,-20,0,153,3
S,662697,zero,-1,0,outer,1520,1520,-320,-592,-17056,36,21,-20,0,154,6
S,663695,zero,-1,0,outer,1520,1520,-256,-576,-16872,40,22,-27,0,155,4
S,664697,zero,-1,0,outer,1520,1520,-280,-600,-17120,32,21,-27,0,156,6
S,665695,zero,-1,0,outer,1520,1520,-216,-696,-17056,29,19,-20,0,157,4
S,666695,zero,-1,0,outer,1520,1520,-376,-576,-17040,30,21,-25,0,158,4
S,667695,zero,-1,0,outer,1520,1520,-344,-648,-17024,33,19,-23,0,159,4
S,668695,zero,-1,0,outer,1520,1520,-264,-480,-16984,29,16,-25,0,160,4
S,669695,zero,-1,0,outer,1520,1520,-360,-544,-17072,37,17,-23,0,161,4
S,670695,zero,-1,0,outer,1520,1520,-280,-592,-17016,35,17,-29,0,162,4
S,671694,zero,-1,0,outer,1520,1520,-232,-544,-16936,30,19,-26,0,163,3
S,672697,zero,-1,0,outer,1520,1520,-288,-504,-17064,29,23,-26,0,164,6
S,673695,zero,-1,0,outer,1520,1520,-272,-528,-17032,35,21,-24,0,165,4
S,674697,zero,-1,0,outer,1520,1520,-240,-592,-16976,36,18,-27,0,166,6
S,675695,zero,-1,0,outer,1520,1520,-296,-576,-17056,31,18,-26,0,167,4
S,676694,zero,-1,0,outer,1520,1520,-288,-600,-17064,34,22,-27,0,168,3
S,677694,zero,-1,0,outer,1520,1520,-288,-488,-17048,34,15,-28,0,169,3
S,678696,zero,-1,0,outer,1520,1520,-304,-648,-16976,36,19,-22,0,170,5
S,679696,zero,-1,0,outer,1520,1520,-304,-696,-17112,33,20,-31,0,171,5
S,680696,zero,-1,0,outer,1520,1520,-240,-632,-17192,35,14,-25,0,172,5
S,681695,zero,-1,0,outer,1520,1520,-376,-680,-17160,31,16,-31,0,173,4
S,682695,zero,-1,0,outer,1520,1520,-256,-632,-17224,35,15,-28,0,174,4
S,683694,zero,-1,0,outer,1520,1520,-360,-520,-17136,29,17,-24,0,175,3
S,684697,zero,-1,0,outer,1520,1520,-288,-520,-17032,33,20,-26,0,176,6
S,685695,zero,-1,0,outer,1520,1520,-344,-584,-16960,37,18,-25,0,177,4
S,686697,zero,-1,0,outer,1520,1520,-248,-672,-17144,32,21,-28,0,178,6
S,687695,zero,-1,0,outer,1520,1520,-272,-632,-17032,33,21,-22,0,179,4
S,688694,zero,-1,0,outer,1520,1520,-296,-576,-17056,30,21,-23,0,180,3
S,689694,zero,-1,0,outer,1520,1520,-248,-600,-17056,30,19,-22,0,181,3
S,690694,zero,-1,0,outer,1520,1520,-200,-592,-17008,31,18,-27,0,182,3
S,691697,zero,-1,0,outer,1520,1520,-224,-616,-17128,38,18,-38,0,183,6
S,692695,zero,-1,0,outer,1520,1520,-272,-640,-17080,35,19,-29,0,184,4
S,693695,zero,-1,0,outer,1520,1520,-328,-552,-17056,31,23,-31,0,185,4
S,694694,zero,-1,0,outer,1520,1520,-312,-576,-17104,31,19,-29,0,186,3
S,695694,zero,-1,0,outer,1520,1520,-344,-608,-17088,30,18,-21,0,187,3
S,696694,zero,-1,0,outer,1520,1520,-336,-560,-17056,33,17,-22,0,188,3
S,697696,zero,-1,0,outer,1520,1520,-256,-488,-17056,31,17,-28,0,189,5
