freq_hz,gain_db,gain_deg_per_us,phase_deg,coherence
0.5000020000084178,,0.0007833685986454589,-113.84804267115311,0.012615118838742924
1.0000040000168355,,0.00011524013882119427,-242.82758891475882,0.0012966976717465912
1.5000060000252533,,0.0010897977346916387,-340.4723670015217,0.19227542955661112
2.000008000033671,,0.0007646138266649347,-355.05376934226234,0.1030131397707694
2.5000100000420886,,0.0003455724241578492,-511.764606748827,0.028290777509687035
3.0000120000505066,,0.0005687453770103911,-527.863412139473,0.088805039921751
3.5000140000589246,,0.0005769595409013993,-529.0128283115441,0.11018887699203211
4.000016000067342,,0.000627143076092971,-527.4347104694774,0.12999275638763325
4.50001800007576,,0.0006401834475363418,-538.4735635741002,0.16038532186200827
5.000020000084177,,0.0008175684472534749,-555.7717305735613,0.2457115635069925
5.500022000092596,,0.0008743267339540662,-562.9172245055029,0.29721475114802715
6.000024000101013,,0.001147803254181514,-563.7329130605413,0.38239721584161074
6.500026000109431,,0.0011433218342693445,-590.349054860754,0.46341876924907005
7.000028000117849,,0.001554851280431642,-628.8125406782715,0.45170943156002674
7.500030000126267,,0.0020845595743385547,-665.785430457482,0.7185953481850644
8.000032000134684,,0.0021308062524499675,-701.1057257321232,0.7490220188353139
8.500034000143103,,0.002549429413906345,-718.2042329307299,0.7102262332918681
9.00003600015152,,0.0029077001109311445,-731.6482476500722,0.8232553853046867
9.500038000159938,,0.0030950018068895617,-749.8397602705948,0.887536264117315
10.000040000168354,,0.0029811191534682767,-765.9754949881789,0.766573498039434
10.500042000176773,,0.0026779201202837793,-794.3620098289155,0.6405561803782722
11.000044000185191,,0.0020895524640598697,-827.6029629117787,0.6963082668374575
11.500046000193608,,0.0013117456215026582,-853.201083918093,0.558804317946289
12.000048000202026,,0.0010613054312219052,-878.0328960102594,0.32023286063454603
12.500050000210445,,0.0014179981878704052,-901.8509847839832,0.2917917198853402
13.000052000218862,,0.001985759811325177,-904.4079144682295,0.47816331346984703
13.50005400022728,,0.00212375132440842,-904.0369455751594,0.6968470650033958
14.000056000235698,,0.0020657871375525374,-906.6415688607939,0.7228404123576936
14.500058000244115,,0.0016556680317147334,-916.8154717692311,0.547828742391403
15.000060000252533,,0.0016989155962377066,-934.4068525198413,0.47800296384249147
15.50006200026095,,0.001652701744398694,-946.8478605926153,0.3715431331954542
16.00006400026937,,0.001656365969656057,-973.3892798667168,0.5004060568248779
16.500066000277787,,0.0013058437335963773,-986.927166636046,0.5505143780837666
17.000068000286205,,0.001076704031393655,-995.7157950546784,0.6196729410242237
17.50007000029462,,0.00084926691076716,-1002.2954106847776,0.47769203783470193
18.00007200030304,,0.0006286393494070572,-1012.4024728941653,0.25725419602137645
18.500074000311457,,0.0005572867274269523,-1023.6834250189404,0.17534092143240873
19.000076000319876,,0.0005057287494909385,-1009.5326720922627,0.07397339406673875
19.500078000328294,,0.0002744754411101882,-1005.7638866267231,0.009530272284604156
20.00008000033671,,0.00031492390584941554,-1010.7845363879527,0.0038665542877334646
20.500082000345127,,7.642745961466945e-05,-1015.3370203844988,6.295609979997636e-05
21.000084000353546,,0.00117183782758057,-1002.7916271870841,0.003576709197655414
21.500086000361964,,0.0004516719157939993,-1095.5263682277753,0.00017114492978666622
22.000088000370383,,0.0046357556395113155,-1069.7253141105784,0.004315706129422254
22.5000900003788,,0.008535294823910102,-1139.5076748489057,0.009898675477690782
23.000092000387216,,0.0007686669496584283,-1243.4038445183842,6.911622083214822e-05
23.500094000395634,,0.004269896542738885,-1163.8469492487895,0.001820734987224584
24.000096000404053,,0.012573599593119681,-1153.8324424393727,0.01349356509435119
24.50009800041247,,0.008279932340042094,-1072.0040008675187,0.005702364385533632
