cmd_outer,cmd_inner,pitch_deg,yaw_deg
1370.0,1350.0,-8.796002608048182,-6.452500961769512
1370.0,1419.0,-8.82182721012566,-4.264090882824356
1370.0,1488.0,-8.752005391923161,-1.327230297611213
1370.0,1557.0,-8.75736300299724,1.4016639188426834
1370.0,1626.0,-8.97704389539716,3.7348527613495204
1370.0,1695.0,-9.046137058265998,6.1371828949074825
1370.0,1764.0,-9.155615353615989,8.439236424079873
1370.0,1833.0,-9.243249436219473,10.605775578729139
1370.0,1902.0,-9.260823190921041,12.532281826129193
1370.0,1971.0,-9.280015723240295,14.383662769237269
1370.0,2040.0,-9.096213659999922,15.555139675145737
1402.0,1350.0,-7.648086633059145,-6.441793451239988
1402.0,1419.0,-7.6739112351366225,-4.253383372294833
1402.0,1488.0,-7.604089416934124,-1.3165227870816893
1402.0,1557.0,-7.609447028008203,1.412371429372207
1402.0,1626.0,-7.829127920408122,3.745560271879044
1402.0,1695.0,-7.898221083276961,6.147890405437006
1402.0,1764.0,-8.007699378626953,8.449943934609397
1402.0,1833.0,-8.095333461230437,10.616483089258663
1402.0,1902.0,-8.112907215932003,12.542989336658717
1402.0,1971.0,-8.132099748251258,14.394370279766793
1402.0,2040.0,-7.9482976850108855,15.565847185675262
1434.0,1350.0,-5.67309447753434,-6.440775580081497
1434.0,1419.0,-5.698919079611818,-4.2523655011363415
1434.0,1488.0,-5.629097261409319,-1.3155049159231986
1434.0,1557.0,-5.634454872483398,1.4133893005306977
1434.0,1626.0,-5.854135764883317,3.7465781430375347
1434.0,1695.0,-5.923228927752156,6.148908276595497
1434.0,1764.0,-6.032707223102147,8.450961805767887
1434.0,1833.0,-6.120341305705632,10.617500960417154
1434.0,1902.0,-6.137915060407199,12.544007207817208
1434.0,1971.0,-6.157107592726453,14.395388150925283
1434.0,2040.0,-5.973305529486081,15.566865056833752
1466.0,1350.0,-3.4014016448375566,-6.420373451187311
1466.0,1419.0,-3.427226246915034,-4.231963372242156
