rec,t_us,phase,seq,axis,gimbal,cmd_outer,cmd_inner,ax,ay,az,gx,gy,gz,flags,packet_seq,jitter_us
E,1609698,arm,0,0,outer,1520,1520,,,,,,,0,0,0
S,1609817,pre,0,0,outer,1520,1520,-680,-1568,-17016,37,20,-24,2,1,119
S,1610882,pre,0,0,outer,1520,1520,-536,-1600,-16936,35,21,-24,2,2,184
S,1611802,pre,0,0,outer,1520,1520,-592,-1648,-16920,34,23,-28,0,3,104
S,1612708,pre,0,0,outer,1520,1520,-704,-1416,-17000,34,23,-31,0,4,10
S,1613707,pre,0,0,outer,1520,1520,-632,-1536,-17136,33,17,-23,0,5,9
S,1614707,pre,0,0,outer,1520,1520,-616,-1624,-17008,34,15,-25,0,6,9
S,1615706,pre,0,0,outer,1520,1520,-464,-1568,-16976,36,17,-30,0,7,8
S,1616706,pre,0,0,outer,1520,1520,-616,-1536,-17008,33,14,-25,0,8,8
S,1617707,pre,0,0,outer,1520,1520,-560,-1624,-16920,36,15,-26,0,9,9
S,1618706,pre,0,0,outer,1520,1520,-600,-1664,-17056,39,13,-30,0,10,8
S,1619707,pre,0,0,outer,1520,1520,-536,-1552,-17040,37,19,-28,0,11,9
S,1620707,pre,0,0,outer,1520,1520,-552,-1536,-17120,41,16,-25,0,12,9
S,1621707,pre,0,0,outer,1520,1520,-592,-1480,-17144,39,24,-26,0,13,9
S,1622706,pre,0,0,outer,1520,1520,-560,-1608,-17000,35,20,-20,0,14,8
S,1623706,pre,0,0,outer,1520,1520,-472,-1640,-17008,37,16,-27,0,15,8
S,1624707,pre,0,0,outer,1520,1520,-560,-1688,-17048,31,20,-27,0,16,9
S,1625707,pre,0,0,outer,1520,1520,-728,-1744,-16984,35,20,-26,0,17,9
S,1626706,pre,0,0,outer,1520,1520,-712,-1632,-16824,38,19,-27,0,18,8
S,1627707,pre,0,0,outer,1520,1520,-632,-1712,-16952,35,15,-25,0,19,9
S,1628706,pre,0,0,outer,1520,1520,-648,-1608,-17024,35,11,-23,0,20,8
S,1629706,pre,0,0,outer,1520,1520,-568,-1608,-16920,35,13,-28,0,21,8
S,1630706,pre,0,0,outer,1520,1520,-568,-1528,-16984,34,22,-23,0,22,8
S,1631707,pre,0,0,outer,1520,1520,-624,-1592,-17024,36,19,-27,0,23,9
S,1632707,pre,0,0,outer,1520,1520,-632,-1576,-17088,40,20,-29,0,24,9
S,1633707,pre,0,0,outer,1520,1520,-608,-1688,-17016,34,23,-28,0,25,9
S,1634707,pre,0,0,outer,1520,1520,-504,-1632,-17056,41,21,-26,0,26,9
S,1635706,pre,0,0,outer,1520,1520,-496,-1632,-16944,32,18,-22,0,27,8
S,1636706,pre,0,0,outer,1520,1520,-576,-1472,-17056,28,18,-24,0,28,8
S,1637706,pre,0,0,outer,1520,1520,-536,-1568,-17064,29,22,-27,0,29,8
S,1638706,pre,0,0,outer,1520,1520,-560,-1672,-17088,37,26,-26,0,30,8
S,1639707,pre,0,0,outer,1520,1520,-656,-1680,-16920,37,21,-28,0,31,9
S,1640707,pre,0,0,outer,1520,1520,-608,-1640,-16944,32,16,-27,0,32,9
S,1641707,pre,0,0,outer,1520,1520,-592,-1600,-16968,35,23,-24,0,33,9
S,1642707,pre,0,0,outer,1520,1520,-560,-1504,-17088,29,24,-24,0,34,9
S,1643707,pre,0,0,outer,1520,1520,-560,-1592,-17048,34,22,-25,0,35,9
S,1644706,pre,0,0,outer,1520,1520,-640,-1536,-17112,34,23,-28,0,36,8
S,1645707,pre,0,0,outer,1520,1520,-608,-1648,-16992,35,24,-29,0,37,9
S,1646707,pre,0,0,outer,1520,1520,-568,-1568,-16968,38,24,-21,0,38,9
S,1647707,pre,0,0,outer,1520,1520,-712,-1640,-17096,36,23,-27,0,39,9
S,1648707,pre,0,0,outer,1520,1520,-576,-1544,-17040,31,21,-25,0,40,9
S,1649707,pre,0,0,outer,1520,1520,-592,-1528,-17000,34,25,-28,0,41,9
S,1650707,pre,0,0,outer,1520,1520,-632,-1624,-17024,38,27,-29,0,42,9
S,1651707,pre,0,0,outer,1520,1520,-584,-1640,-16936,31,22,-29,0,43,9
S,1652707,pre,0,0,outer,1520,1520,-768,-1648,-16984,26,20,-31,0,44,9
S,1653706,pre,0,0,outer,1520,1520,-648,-1520,-17016,37,19,-26,0,45,8
S,1654706,pre,0,0,outer,1520,1520,-608,-1456,-16992,33,22,-28,0,46,8
S,1655706,pre,0,0,outer,1520,1520,-552,-1544,-17176,33,20,-28,0,47,8
S,1656706,pre,0,0,outer,1520,1520,-656,-1552,-17048,39,21,-25,0,48,8
S,1657707,pre,0,0,outer,1520,1520,-664,-1560,-17112,35,23,-24,0,49,9
S,1658707,pre,0,0,outer,1520,1520,-568,-1480,-16952,31,23,-26,0,50,9
S,1659707,pre,0,0,outer,1520,1520,-448,-1568,-17056,33,22,-30,0,51,9
S,1660707,pre,0,0,outer,1520,1520,-608,-1592,-17096,27,23,-25,0,52,9
S,1661707,pre,0,0,outer,1520,1520,-632,-1648,-17032,34,21,-24,0,53,9
S,1662707,pre,0,0,outer,1520,1520,-624,-1496,-17032,36,22,-19,0,54,9
S,1663707,pre,0,0,outer,1520,1520,-656,-1648,-16968,35,24,-25,0,55,9
S,1664707,pre,0,0,outer,1520,1520,-632,-1584,-17072,42,16,-23,0,56,9
S,1665706,pre,0,0,outer,1520,1520,-688,-1664,-17056,38,13,-28,0,57,8
S,1666706,pre,0,0,outer,1520,1520,-648,-1672,-16968,41,23,-31,0,58,8
S,1667706,pre,0,0,outer,1520,1520,-664,-1600,-17024,34,18,-25,0,59,8
S,1668706,pre,0,0,outer,1520,1520,-616,-1552,-16976,38,22,-29,0,60,8
S,1669707,pre,0,0,outer,1520,1520,-576,-1568,-16984,36,22,-26,0,61,9
S,1670707,pre,0,0,outer,1520,1520,-568,-1496,-16984,31,17,-22,0,62,9
S,1671707,pre,0,0,outer,1520,1520,-616,-1608,-16992,29,17,-28,0,63,9
S,1672707,pre,0,0,outer,1520,1520,-560,-1600,-16904,36,19,-23,0,64,9
S,1673707,pre,0,0,outer,1520,1520,-616,-1520,-16976,34,14,-27,0,65,9
S,1674707,pre,0,0,outer,1520,1520,-680,-1624,-17080,30,18,-25,0,66,9
S,1675706,pre,0,0,outer,1520,1520,-592,-1632,-16976,35,19,-29,0,67,8
S,1676707,pre,0,0,outer,1520,1520,-616,-1512,-17040,36,23,-21,0,68,9
S,1677707,pre,0,0,outer,1520,1520,-520,-1656,-16920,40,20,-26,0,69,9
S,1678707,pre,0,0,outer,1520,1520,-488,-1544,-16968,37,15,-26,0,70,9
S,1679707,pre,0,0,outer,1520,1520,-512,-1592,-17000,33,18,-29,0,71,9
S,1680707,pre,0,0,outer,1520,1520,-576,-1544,-17064,36,16,-28,0,72,9
S,1681706,pre,0,0,outer,1520,1520,-600,-1672,-17024,35,16,-31,0,73,8
S,1682706,pre,0,0,outer,1520,1520,-656,-1560,-17104,31,23,-26,0,74,8
S,1683706,pre,0,0,outer,1520,1520,-680,-1616,-17000,28,17,-28,0,75,8
S,1684706,pre,0,0,outer,1520,1520,-664,-1536,-17080,37,21,-32,0,76,8
S,1685707,pre,0,0,outer,1520,1520,-624,-1600,-16984,32,18,-29,0,77,9
S,1686707,pre,0,0,outer,1520,1520,-680,-1552,-17000,33,18,-25,0,78,9
S,1687707,pre,0,0,outer,1520,1520,-664,-1576,-16920,41,14,-27,0,79,9
S,1688706,pre,0,0,outer,1520,1520,-688,-1624,-16960,39,16,-25,0,80,8
S,1689706,pre,0,0,outer,1520,1520,-600,-1592,-17032,33,17,-26,0,81,8
S,1690707,pre,0,0,outer,1520,1520,-608,-1496,-16952,34,20,-16,0,82,9
S,1691707,pre,0,0,outer,1520,1520,-632,-1592,-16976,35,16,-23,0,83,9
S,1692707,pre,0,0,outer,1520,1520,-648,-1488,-17008,36,17,-26,0,84,9
S,1693707,pre,0,0,outer,1520,1520,-472,-1632,-16936,36,18,-29,0,85,9
S,1694706,pre,0,0,outer,1520,1520,-568,-1600,-16960,37,15,-25,0,86,8
S,1695706,pre,0,0,outer,1520,1520,-608,-1568,-16944,32,21,-28,0,87,8
